0.256358, -0.0213387, 255, 190.967, 255, 24, 255, -0.987266, 103.399, 10691.4, 
0.22598, 0.975163, 255, 214.39, 255, 66, 255, -1.41048, 77.6283, 6026.16, 
0.291632, -0.819279, 255, 161.063, 255, 18, 255, -0.435894, 115.926, 13438.9, 
0.251281, 0.132531, 255, 208.561, 255, 80, 255, -1.06708, 77.2676, 5970.27, 
0.287432, -0.725677, 255, 193.412, 255, 91, 255, -0.523495, 79.4189, 6307.35, 
0.268393, -0.300596, 255, 200.373, 255, 78, 255, -0.84024, 81.761, 6684.86, 
0.25848, -0.0737439, 255, 201.916, 255, 67, 255, -0.960004, 84.628, 7161.91, 
0.276667, -0.512145, 255, 194.861, 255, 75, 255, -0.696319, 84.902, 7208.35, 
0.273636, -0.419202, 255, 198.247, 255, 80, 255, -0.766928, 81.9199, 6710.88, 
0.225073, 1.00867, 255, 213.2, 255, 59, 255, -1.42458, 80.2842, 6445.55, 
0.247863, 0.259858, 255, 209.115, 255, 77, 255, -1.13068, 77.8597, 6062.13, 
0.273394, -0.41391, 255, 192.232, 255, 61, 255, -0.769851, 90.7588, 8237.15, 
0.119706, 10.0558, 255, 253.189, 255, 232, 255, -3.4225, 6.19395, 38.3651, 
0.253352, 0.0851284, 255, 190.444, 255, 16, 255, -1.04421, 106.12, 11261.4, 
0.182016, 3.01112, 255, 229.112, 255, 80, 255, -2.01372, 62.1309, 3860.24, 
